day_id,condition_text
D1077,Partly Cloudy
D1078,Partly Cloudy
D1079,Partly Cloudy
D1080,Partly Cloudy
D1081,Partly Cloudy
D1082,Partly Cloudy
D1083,Partly Cloudy
D1084,Partly Cloudy
D1085,Partly Cloudy
D1086,Partly Cloudy
D1087,Partly Cloudy
D1088,Partly Cloudy
D1089,Partly Cloudy
D1090,Partly Cloudy
D1091,Partly Cloudy
D1092,Partly Cloudy
D1093,Rain Showers
D1094,Clear and Sunny
D1095,Clear and Sunny
D1096,Clear and Sunny
D1097,Clear and Sunny
D1098,Clear and Sunny
D1099,Clear and Sunny
D1100,Clear and Sunny
D1101,Clear and Sunny
D1102,Clear and Sunny
D1103,Clear and Sunny
D1104,Clear and Sunny
D1105,Clear and Sunny
D1106,Clear and Sunny
D1107,Clear and Sunny
D1108,Clear and Sunny
D1109,Rain Showers
D1110,Clear and Sunny
D1111,Clear and Sunny
D1112,Clear and Sunny
D1113,Clear and Sunny
D1114,Partly Cloudy
D1115,Clear and Sunny
D1116,Clear and Sunny
D1117,Clear and Sunny
D1118,Cloudy and Overcast
D1119,Mist or Fog
D1120,Mist or Fog
D1121,Mist or Fog
D1122,Mist or Fog
D1123,Clear and Sunny
D1124,Mist or Fog
D1125,Mist or Fog
D1126,Mist or Fog
D1127,Mist or Fog
D1128,Mist or Fog
D1129,Mist or Fog
D1130,Mist or Fog
D1131,Thunderstorms
D1132,Mist or Fog
D1133,Mist or Fog
D1134,Mist or Fog
D1135,Mist or Fog
D1136,Mist or Fog
D1137,Mist or Fog
D1138,Mist or Fog
D1139,Mist or Fog
D1140,Mist or Fog
D1141,Clear and Sunny
D1142,Mist or Fog
D1143,Mist or Fog
D1144,Mist or Fog
D1145,Mist or Fog
D1146,Mist or Fog
D1147,Mist or Fog
D1148,Mist or Fog
D1149,Mist or Fog
D1150,Mist or Fog
D1151,Mist or Fog
D1152,Mist or Fog
D1153,Mist or Fog
D1154,Mist or Fog
D1155,Mist or Fog
D1156,Mist or Fog
D1157,Mist or Fog
D1158,Mist or Fog
D1159,Mist or Fog
D1160,Mist or Fog
D1161,Mist or Fog
D1162,Mist or Fog
D1163,Mist or Fog
D1164,Mist or Fog
D1165,Mist or Fog
D1166,Mist or Fog
D1167,Mist or Fog
D1168,Mist or Fog
D1169,Mist or Fog
D1170,Mist or Fog
D1171,Clear and Sunny
D1172,Partly Cloudy
D1173,Partly Cloudy
D1174,Clear and Sunny
D1175,Clear and Sunny
D1176,Partly Cloudy
D1177,Partly Cloudy
D1178,Partly Cloudy
D1179,Clear and Sunny
D1180,Clear and Sunny
D1181,Partly Cloudy
D1182,Clear and Sunny
D1183,Clear and Sunny
D1184,Clear and Sunny
D1185,Clear and Sunny
D1186,Clear and Sunny
D1187,Partly Cloudy
D1188,Clear and Sunny
D1189,Clear and Sunny
D1190,Clear and Sunny
D1191,Clear and Sunny
D1192,Clear and Sunny
D1193,Clear and Sunny
D1194,Clear and Sunny
D1195,Clear and Sunny
D1196,Clear and Sunny
D1197,Moderate to Heavy Rain
D1198,Moderate to Heavy Rain
D1199,Partly Cloudy
D1200,Light Precipitation
D1201,Light Precipitation
D1202,Partly Cloudy
D1203,Partly Cloudy
D1204,Mist or Fog
D1205,Partly Cloudy
D1206,Partly Cloudy
D1207,Mist or Fog
D1208,Partly Cloudy
D1209,Partly Cloudy
D1210,Rain Showers
D1211,Light Precipitation
D1212,Clear and Sunny
D1213,Partly Cloudy
D1214,Light Precipitation
D1215,Partly Cloudy
D1216,Moderate to Heavy Rain
D1217,Light Precipitation
D1218,Light Precipitation
D1219,Moderate to Heavy Rain
D1220,Partly Cloudy
D1221,Moderate to Heavy Rain
D1222,Clear and Sunny
D1223,Moderate to Heavy Rain
D1224,Light Precipitation
D1225,Partly Cloudy
D1226,Clear and Sunny
D1227,Clear and Sunny
D1228,Clear and Sunny
D1229,Clear and Sunny
D1230,Clear and Sunny
D1231,Clear and Sunny
D1232,Clear and Sunny
D1233,Clear and Sunny
D1234,Clear and Sunny
D1235,Clear and Sunny
D1236,Clear and Sunny
D1237,Clear and Sunny
D1238,Clear and Sunny
D1239,Clear and Sunny
D1240,Clear and Sunny
D1241,Clear and Sunny
D1242,Clear and Sunny
D1243,Clear and Sunny
D1244,Clear and Sunny
D1245,Clear and Sunny
D1246,Clear and Sunny
D1247,Clear and Sunny
D1248,Cloudy and Overcast
D1249,Partly Cloudy
D1250,Partly Cloudy
D1251,Partly Cloudy
D1252,Partly Cloudy
D1253,Partly Cloudy
D1254,Light Precipitation
D1255,Light Precipitation
D1256,Partly Cloudy
D1257,Light Precipitation
D1258,Light Precipitation
D1259,Moderate to Heavy Rain
D1260,Rain Showers
D1261,Partly Cloudy
D1262,Partly Cloudy
D1263,Partly Cloudy
D1264,Partly Cloudy
D1265,Partly Cloudy
D1266,Partly Cloudy
D1267,Partly Cloudy
D1268,Cloudy and Overcast
D1269,Partly Cloudy
D1270,Partly Cloudy
D1271,Partly Cloudy
D1272,Partly Cloudy
D1273,Cloudy and Overcast
D1274,Rain Showers
D1275,Partly Cloudy
D1276,Partly Cloudy
D1277,Partly Cloudy
D1278,Partly Cloudy
D1279,Partly Cloudy
D1280,Partly Cloudy
D1281,Partly Cloudy
D1282,Partly Cloudy
D1283,Partly Cloudy
D1284,Light Precipitation
D1285,Partly Cloudy
D1286,Partly Cloudy
D1287,Partly Cloudy
D1288,Partly Cloudy
D1289,Partly Cloudy
D1290,Partly Cloudy
D1291,Partly Cloudy
D1292,Partly Cloudy
D1293,Partly Cloudy
D1294,Partly Cloudy
D1295,Partly Cloudy
D1296,Partly Cloudy
D1297,Partly Cloudy
D1298,Partly Cloudy
D1299,Partly Cloudy
D1300,Partly Cloudy
D1301,Rain Showers
D1302,Rain Showers
D1303,Light Precipitation
D1304,Light Precipitation
D1305,Rain Showers
D1306,Light Precipitation
D1307,Rain Showers
D1308,Light Precipitation
D1309,Partly Cloudy
D1310,Rain Showers
D1311,Light Precipitation
D1312,Partly Cloudy
D1313,Light Precipitation
D1314,Light Precipitation
D1315,Partly Cloudy
D1316,Partly Cloudy
D1317,Clear and Sunny
D1318,Partly Cloudy
D1319,Light Precipitation
D1320,Light Precipitation
D1321,Light Precipitation
D1322,Light Precipitation
D1323,Partly Cloudy
D1324,Partly Cloudy
D1325,Rain Showers
D1326,Light Precipitation
D1327,Light Precipitation
D1328,Clear and Sunny
D1329,Cloudy and Overcast
D1330,Cloudy and Overcast
D1331,Moderate to Heavy Rain
D1332,Clear and Sunny
D1333,Mist or Fog
D1334,Clear and Sunny
D1335,Clear and Sunny
D1336,Mist or Fog
D1337,Mist or Fog
D1338,Partly Cloudy
D1339,Mist or Fog
D1340,Clear and Sunny
D1341,Clear and Sunny
D1342,Mist or Fog
D1343,Clear and Sunny
D1344,Mist or Fog
D1345,Mist or Fog
D1346,Clear and Sunny
D1347,Clear and Sunny
D1348,Clear and Sunny
D1349,Clear and Sunny
D1350,Cloudy and Overcast
D1351,Clear and Sunny
D1352,Clear and Sunny
D1353,Light Precipitation
D1354,Cloudy and Overcast
D1355,Partly Cloudy
D1356,Cloudy and Overcast
D1357,Clear and Sunny
D1358,Clear and Sunny
D1359,Clear and Sunny
D1360,Clear and Sunny
D1361,Clear and Sunny
D1362,Clear and Sunny
D1363,Clear and Sunny
D1364,Clear and Sunny
D1365,Clear and Sunny
D1366,Clear and Sunny
D1367,Clear and Sunny
D1368,Cloudy and Overcast
D1369,Partly Cloudy
D1370,Clear and Sunny
D1371,Clear and Sunny
D1372,Clear and Sunny
D1373,Clear and Sunny
D1374,Light Precipitation
D1375,Partly Cloudy
D1376,Clear and Sunny
D1377,Moderate to Heavy Rain
D1378,Light Precipitation
D1379,Rain Showers
D1380,Clear and Sunny
D1381,Cloudy and Overcast
D1382,Clear and Sunny
D1383,Clear and Sunny
D1384,Mist or Fog
D1385,Mist or Fog
D1386,Mist or Fog
D1387,Partly Cloudy
D1388,Clear and Sunny
D1389,Clear and Sunny
D1390,Clear and Sunny
D1391,Clear and Sunny
D1392,Clear and Sunny
D1393,Clear and Sunny
D1394,Clear and Sunny
D1395,Partly Cloudy
D1396,Clear and Sunny
D1397,Clear and Sunny
D1398,Clear and Sunny
D1399,Clear and Sunny
D1400,Clear and Sunny
D1401,Cloudy and Overcast
D1402,Clear and Sunny
D1403,Clear and Sunny
D1404,Cloudy and Overcast
D1405,Clear and Sunny
D1406,Partly Cloudy
D1407,Clear and Sunny
D1408,Light Precipitation
D1409,Mist or Fog
D1410,Clear and Sunny
D1411,Clear and Sunny
D1412,Clear and Sunny
D1413,Clear and Sunny
D1414,Clear and Sunny
D1415,Clear and Sunny
D1416,Clear and Sunny
D1417,Clear and Sunny
D1418,Clear and Sunny
D1419,Clear and Sunny
D1420,Rain Showers
D1421,Partly Cloudy
D1422,Clear and Sunny
D1423,Clear and Sunny
D1424,Partly Cloudy
D1425,Clear and Sunny
D1426,Cloudy and Overcast
D1427,Cloudy and Overcast
D1428,Clear and Sunny
D1429,Moderate to Heavy Rain
D1430,Partly Cloudy
D1431,Partly Cloudy
D1432,Partly Cloudy
D1433,Partly Cloudy
D1434,Partly Cloudy
D1435,Partly Cloudy
D1436,Partly Cloudy
D1437,Partly Cloudy
D1438,Partly Cloudy
D1439,Mist or Fog
D1440,Partly Cloudy
D1441,Partly Cloudy
D1442,Light Precipitation
D1443,Partly Cloudy
D1444,Partly Cloudy
D1445,Partly Cloudy
D1446,Partly Cloudy
D1447,Partly Cloudy
D1448,Clear and Sunny
D1449,Light Precipitation
D1450,Partly Cloudy
D1451,Partly Cloudy
D1452,Partly Cloudy
D1453,Partly Cloudy
D1454,Partly Cloudy
D1455,Partly Cloudy
D1456,Partly Cloudy
D1457,Rain Showers
D1458,Thunderstorms
D1459,Thunderstorms
D1460,Thunderstorms
D1461,Partly Cloudy
D1462,Clear and Sunny
D1463,Thunderstorms
D1464,Partly Cloudy
D1465,Thunderstorms
D1466,Thunderstorms
D1467,Partly Cloudy
D1468,Partly Cloudy
D1469,Thunderstorms
D1470,Thunderstorms
D1471,Thunderstorms
D1472,Clear and Sunny
D1473,Partly Cloudy
D1474,Clear and Sunny
D1475,Thunderstorms
D1476,Thunderstorms
D1477,Thunderstorms
D1478,Light Rain with Thunder
D1479,Partly Cloudy
D1480,Partly Cloudy
D1481,Partly Cloudy
D1482,Partly Cloudy
D1483,Clear and Sunny
D1484,Clear and Sunny
D1485,Partly Cloudy
D1486,Clear and Sunny
D1487,Partly Cloudy
D1488,Clear and Sunny
D1489,Clear and Sunny
D1490,Clear and Sunny
D1491,Moderate to Heavy Rain
D1492,Moderate to Heavy Rain
D1493,Partly Cloudy
D1494,Clear and Sunny
D1495,Clear and Sunny
D1496,Partly Cloudy
D1497,Clear and Sunny
D1498,Clear and Sunny
D1499,Partly Cloudy
D1500,Clear and Sunny
D1501,Clear and Sunny
D1502,Clear and Sunny
D1503,Clear and Sunny
D1504,Clear and Sunny
D1505,Clear and Sunny
D1506,Clear and Sunny
D1507,Clear and Sunny
D1508,Clear and Sunny
D1509,Cloudy and Overcast
D1510,Cloudy and Overcast
D1511,Partly Cloudy
D1512,Light Precipitation
D1513,Cloudy and Overcast
D1514,Rain Showers
D1515,Partly Cloudy
D1516,Partly Cloudy
D1517,Cloudy and Overcast
D1518,Partly Cloudy
D1519,Cloudy and Overcast
D1520,Partly Cloudy
D1521,Partly Cloudy
D1522,Cloudy and Overcast
D1523,Cloudy and Overcast
D1524,Cloudy and Overcast
D1525,Cloudy and Overcast
D1526,Cloudy and Overcast
D1527,Partly Cloudy
D1528,Cloudy and Overcast
D1529,Cloudy and Overcast
D1530,Cloudy and Overcast
D1531,Cloudy and Overcast
D1532,Light Precipitation
D1533,Cloudy and Overcast
D1534,Cloudy and Overcast
D1535,Partly Cloudy
D1536,Partly Cloudy
D1537,Partly Cloudy
D1538,Partly Cloudy
D1539,Partly Cloudy
D1540,Cloudy and Overcast
D1541,Partly Cloudy
D1542,Partly Cloudy
D1543,Partly Cloudy
D1544,Partly Cloudy
D1545,Clear and Sunny
D1546,Partly Cloudy
D1547,Partly Cloudy
D1548,Cloudy and Overcast
D1549,Cloudy and Overcast
D1550,Partly Cloudy
D1551,Partly Cloudy
D1552,Partly Cloudy
D1553,Cloudy and Overcast
D1554,Partly Cloudy
D1555,Partly Cloudy
D1556,Partly Cloudy
D1557,Cloudy and Overcast
D1558,Partly Cloudy
D1559,Cloudy and Overcast
D1560,Partly Cloudy
D1561,Light Precipitation
D1562,Rain Showers
D1563,Clear and Sunny
D1564,Clear and Sunny
D1565,Partly Cloudy
D1566,Clear and Sunny
D1567,Clear and Sunny
D1568,Clear and Sunny
D1569,Clear and Sunny
D1570,Clear and Sunny
D1571,Clear and Sunny
D1572,Clear and Sunny
D1573,Clear and Sunny
D1574,Clear and Sunny
D1575,Clear and Sunny
D1576,Partly Cloudy
D1577,Partly Cloudy
D1578,Partly Cloudy
D1579,Clear and Sunny
D1580,Thunderstorms
D1581,Partly Cloudy
D1582,Partly Cloudy
D1583,Partly Cloudy
D1584,Rain Showers
D1585,Rain Showers
D1586,Clear and Sunny
D1587,Partly Cloudy
D1588,Clear and Sunny
D1589,Partly Cloudy
D1590,Partly Cloudy
D1591,Light Precipitation
D1592,Partly Cloudy
D1593,Mist or Fog
D1594,Partly Cloudy
D1595,Clear and Sunny
D1596,Moderate to Heavy Rain
D1597,Clear and Sunny
D1598,Clear and Sunny
D1599,Partly Cloudy
D1600,Mist or Fog
D1601,Mist or Fog
D1602,Mist or Fog
D1603,Partly Cloudy
D1604,Partly Cloudy
D1605,Partly Cloudy
D1606,Light Precipitation
D1607,Partly Cloudy
D1608,Mist or Fog
D1609,Mist or Fog
D1610,Mist or Fog
D1611,Mist or Fog
D1612,Partly Cloudy
D1613,Partly Cloudy
D1614,Rain Showers
D1615,Rain Showers
D1616,Clear and Sunny
D1617,Clear and Sunny
D1618,Clear and Sunny
D1619,Clear and Sunny
D1620,Clear and Sunny
D1621,Clear and Sunny
D1622,Clear and Sunny
D1623,Clear and Sunny
D1624,Clear and Sunny
D1625,Clear and Sunny
D1626,Clear and Sunny
D1627,Clear and Sunny
D1628,Clear and Sunny
D1629,Partly Cloudy
D1630,Clear and Sunny
D1631,Partly Cloudy
D1632,Partly Cloudy
D1633,Clear and Sunny
D1634,Clear and Sunny
D1635,Clear and Sunny
D1636,Clear and Sunny
D1637,Clear and Sunny
D1638,Clear and Sunny
D1639,Mist or Fog
D1640,Thunderstorms
D1641,Light Precipitation
D1642,Clear and Sunny
D1643,Thunderstorms
D1644,Mist or Fog
D1645,Mist or Fog
D1646,Mist or Fog
D1647,Mist or Fog
D1648,Mist or Fog
D1649,Mist or Fog
D1650,Light Rain with Thunder
D1651,Mist or Fog
D1652,Mist or Fog
D1653,Mist or Fog
D1654,Clear and Sunny
D1655,Thunderstorms
D1656,Mist or Fog
D1657,Mist or Fog
D1658,Light Precipitation
D1659,Mist or Fog
D1660,Mist or Fog
D1661,Mist or Fog
D1662,Mist or Fog
D1663,Mist or Fog
D1664,Mist or Fog
D1665,Partly Cloudy
D1666,Partly Cloudy
D1667,Clear and Sunny
D1668,Clear and Sunny
D1669,Clear and Sunny
D1670,Clear and Sunny
D1671,Clear and Sunny
D1672,Partly Cloudy
D1673,Cloudy and Overcast
D1674,Partly Cloudy
D1675,Clear and Sunny
D1676,Thunderstorms
D1677,Clear and Sunny
D1678,Clear and Sunny
D1679,Cloudy and Overcast
D1680,Partly Cloudy
D1681,Partly Cloudy
D1682,Clear and Sunny
D1683,Clear and Sunny
D1684,Partly Cloudy
D1685,Partly Cloudy
D1686,Clear and Sunny
D1687,Partly Cloudy
D1688,Clear and Sunny
D1689,Partly Cloudy
D1690,Thunderstorms
D1691,Clear and Sunny
D1692,Clear and Sunny
D1693,Clear and Sunny
D1694,Clear and Sunny
D1695,Clear and Sunny
D1696,Clear and Sunny
D1697,Clear and Sunny
D1698,Clear and Sunny
D1699,Clear and Sunny
D1700,Clear and Sunny
D1701,Clear and Sunny
D1702,Clear and Sunny
D1703,Clear and Sunny
D1704,Clear and Sunny
D1705,Clear and Sunny
D1706,Clear and Sunny
D1707,Clear and Sunny
D1708,Clear and Sunny
D1709,Clear and Sunny
D1710,Clear and Sunny
D1711,Clear and Sunny
D1712,Clear and Sunny
D1713,Clear and Sunny
D1714,Clear and Sunny
D1715,Clear and Sunny
D1716,Clear and Sunny
D1717,Light Rain with Thunder
D1718,Partly Cloudy
D1719,Thunderstorms
D1720,Light Precipitation
D1721,Mist or Fog
D1722,Light Precipitation
D1723,Light Precipitation
D1724,Light Precipitation
D1725,Partly Cloudy
D1726,Thunderstorms
D1727,Thunderstorms
D1728,Thunderstorms
D1729,Thunderstorms
D1730,Thunderstorms
D1731,Thunderstorms
D1732,Thunderstorms
D1733,Partly Cloudy
D1734,Thunderstorms
D1735,Light Rain with Thunder
D1736,Thunderstorms
D1737,Light Rain with Thunder
D1738,Partly Cloudy
D1739,Thunderstorms
D1740,Thunderstorms
D1741,Thunderstorms
D1742,Thunderstorms
D1743,Clear and Sunny
D1744,Partly Cloudy
D1745,Partly Cloudy
D1746,Clear and Sunny
D1747,Clear and Sunny
D1748,Clear and Sunny
D1749,Partly Cloudy
D1750,Partly Cloudy
D1751,Cloudy and Overcast
D1752,Clear and Sunny
D1753,Clear and Sunny
D1754,Clear and Sunny
D1755,Cloudy and Overcast
D1756,Cloudy and Overcast
D1757,Clear and Sunny
D1758,Clear and Sunny
D1759,Clear and Sunny
D1760,Moderate to Heavy Rain
D1761,Cloudy and Overcast
D1762,Moderate to Heavy Rain
D1763,Clear and Sunny
D1764,Partly Cloudy
D1765,Cloudy and Overcast
D1766,Cloudy and Overcast
D1767,Cloudy and Overcast
D1768,Light Precipitation
D1769,Partly Cloudy
D1770,Thunderstorms
D1771,Light Rain with Thunder
D1772,Partly Cloudy
D1773,Partly Cloudy
D1774,Light Rain with Thunder
D1775,Thunderstorms
D1776,Partly Cloudy
D1777,Partly Cloudy
D1778,Partly Cloudy
D1779,Light Rain with Thunder
D1780,Light Rain with Thunder
D1781,Light Rain with Thunder
D1782,Partly Cloudy
D1783,Partly Cloudy
D1784,Partly Cloudy
D1785,Partly Cloudy
D1786,Light Rain with Thunder
D1787,Light Rain with Thunder
D1788,Light Precipitation
D1789,Light Precipitation
D1790,Light Precipitation
D1791,Partly Cloudy
D1792,Partly Cloudy
D1793,Light Precipitation
D1794,Partly Cloudy
D1795,Clear and Sunny
D1796,Clear and Sunny
D1797,Clear and Sunny
D1798,Clear and Sunny
D1799,Thunderstorms
D1800,Clear and Sunny
D1801,Clear and Sunny
D1802,Clear and Sunny
D1803,Clear and Sunny
D1804,Clear and Sunny
D1805,Clear and Sunny
D1806,Clear and Sunny
D1807,Clear and Sunny
D1808,Clear and Sunny
D1809,Clear and Sunny
D1810,Light Rain with Thunder
D1811,Clear and Sunny
D1812,Clear and Sunny
D1813,Thunderstorms
D1814,Clear and Sunny
D1815,Clear and Sunny
D1816,Light Rain with Thunder
D1817,Clear and Sunny
D1818,Clear and Sunny
D1819,Clear and Sunny
D1820,Light Precipitation
D1821,Light Precipitation
D1822,Light Precipitation
D1823,Clear and Sunny
D1824,Partly Cloudy
D1825,Partly Cloudy
D1826,Rain Showers
D1827,Partly Cloudy
D1828,Partly Cloudy
D1829,Clear and Sunny
D1830,Clear and Sunny
D1831,Clear and Sunny
D1832,Mist or Fog
D1833,Partly Cloudy
D1834,Partly Cloudy
D1835,Light Precipitation
D1836,Clear and Sunny
D1837,Light Precipitation
D1838,Light Precipitation
D1839,Rain Showers
D1840,Mist or Fog
D1841,Clear and Sunny
D1842,Light Precipitation
D1843,Clear and Sunny
D1844,Clear and Sunny
D1845,Clear and Sunny
D1846,Partly Cloudy
D1847,Clear and Sunny
D1848,Clear and Sunny
D1849,Clear and Sunny
D1850,Clear and Sunny
D1851,Clear and Sunny
D1852,Partly Cloudy
D1853,Partly Cloudy
D1854,Partly Cloudy
D1855,Partly Cloudy
D1856,Partly Cloudy
D1857,Clear and Sunny
D1858,Clear and Sunny
D1859,Clear and Sunny
D1860,Clear and Sunny
D1861,Clear and Sunny
D1862,Partly Cloudy
D1863,Clear and Sunny
D1864,Partly Cloudy
D1865,Partly Cloudy
D1866,Clear and Sunny
D1867,Clear and Sunny
D1868,Clear and Sunny
D1869,Clear and Sunny
D1870,Light Precipitation
D1871,Clear and Sunny
D1872,Rain Showers
D1873,Mist or Fog
D1874,Light Precipitation
D1875,Partly Cloudy
D1876,Cloudy and Overcast
D1877,Light Precipitation
D1878,Light Rain with Thunder
D1879,Light Rain with Thunder
D1880,Partly Cloudy
D1881,Light Rain with Thunder
D1882,Mist or Fog
D1883,Mist or Fog
D1884,Moderate to Heavy Rain
D1885,Light Precipitation
D1886,Light Precipitation
D1887,Partly Cloudy
D1888,Clear and Sunny
D1889,Light Rain with Thunder
D1890,Partly Cloudy
D1891,Mist or Fog
D1892,Rain Showers
D1893,Moderate to Heavy Rain
D1894,Clear and Sunny
D1895,Moderate to Heavy Rain
D1896,Moderate to Heavy Rain
D1897,Moderate to Heavy Rain
D1898,Mist or Fog
D1899,Mist or Fog
D1900,Light Rain with Thunder
D1901,Partly Cloudy
D1902,Mist or Fog
D1903,Clear and Sunny
D1904,Clear and Sunny
D1905,Partly Cloudy
D1906,Clear and Sunny
D1907,Clear and Sunny
D1908,Clear and Sunny
D1909,Clear and Sunny
D1910,Clear and Sunny
D1911,Clear and Sunny
D1912,Clear and Sunny
D1913,Clear and Sunny
D1914,Clear and Sunny
D1915,Clear and Sunny
D1916,Clear and Sunny
D1917,Clear and Sunny
D1918,Clear and Sunny
D1919,Clear and Sunny
D1920,Clear and Sunny
D1921,Clear and Sunny
D1922,Clear and Sunny
D1923,Clear and Sunny
D1924,Clear and Sunny
D1925,Clear and Sunny
D1926,Clear and Sunny
D1927,Clear and Sunny
D1928,Clear and Sunny
D1929,Clear and Sunny
D1930,Clear and Sunny
D1931,Clear and Sunny
D1932,Partly Cloudy
D1933,Clear and Sunny
D1934,Clear and Sunny
D1935,Clear and Sunny
D1936,Clear and Sunny
D1937,Clear and Sunny
D1938,Clear and Sunny
D1939,Clear and Sunny
D1940,Clear and Sunny
D1941,Clear and Sunny
D1942,Light Precipitation
D1943,Clear and Sunny
D1944,Light Precipitation
D1945,Clear and Sunny
D1946,Light Precipitation
D1947,Light Precipitation
D1948,Light Precipitation
D1949,Clear and Sunny
D1950,Light Precipitation
D1951,Moderate to Heavy Rain
D1952,Light Precipitation
D1953,Light Precipitation
D1954,Light Precipitation
D1955,Light Precipitation
D1956,Light Precipitation
D1957,Light Precipitation
D1958,Light Precipitation
D1959,Light Precipitation
D1960,Mist or Fog
D1961,Light Rain with Thunder
D1962,Partly Cloudy
D1963,Partly Cloudy
D1964,Light Precipitation
D1965,Light Precipitation
D1966,Partly Cloudy
D1967,Light Precipitation
D1968,Light Precipitation
D1969,Mist or Fog
D1970,Light Precipitation
D1971,Partly Cloudy
D1972,Partly Cloudy
D1973,Partly Cloudy
D1974,Mist or Fog
D1975,Light Precipitation
D1976,Light Precipitation
D1977,Moderate to Heavy Rain
D1978,Cloudy and Overcast
D1979,Clear and Sunny
D1980,Clear and Sunny
D1981,Clear and Sunny
D1982,Clear and Sunny
D1983,Mist or Fog
D1984,Clear and Sunny
D1985,Clear and Sunny
D1986,Clear and Sunny
D1987,Clear and Sunny
D1988,Clear and Sunny
D1989,Clear and Sunny
D1990,Clear and Sunny
D1991,Clear and Sunny
D1992,Clear and Sunny
D1993,Clear and Sunny
D1994,Clear and Sunny
D1995,Clear and Sunny
D1996,Clear and Sunny
D1997,Clear and Sunny
D1998,Clear and Sunny
D1999,Clear and Sunny
D2000,Clear and Sunny
D2001,Clear and Sunny
D2002,Mist or Fog
D2003,Mist or Fog
D2004,Clear and Sunny
D2005,Clear and Sunny
D2006,Clear and Sunny
D2007,Clear and Sunny
D2008,Clear and Sunny
D2009,Clear and Sunny
D2010,Mist or Fog
D2011,Mist or Fog
D2012,Mist or Fog
D2013,Clear and Sunny
D2014,Clear and Sunny
D2015,Clear and Sunny
D2016,Clear and Sunny
D2017,Mist or Fog
D2018,Mist or Fog
D2019,Clear and Sunny
D2020,Clear and Sunny
D2021,Clear and Sunny
D2022,Clear and Sunny
D2023,Clear and Sunny
D2024,Clear and Sunny
D2025,Clear and Sunny
D2026,Clear and Sunny
D2027,Clear and Sunny
D2028,Clear and Sunny
D2029,Partly Cloudy
D2030,Light Precipitation
D2031,Clear and Sunny
D2032,Clear and Sunny
D2033,Clear and Sunny
D2034,Clear and Sunny
D2035,Clear and Sunny
D2036,Clear and Sunny
D2037,Clear and Sunny
D2038,Clear and Sunny
D2039,Clear and Sunny
D2040,Clear and Sunny
D2041,Clear and Sunny
D2042,Clear and Sunny
D2043,Clear and Sunny
D2044,Clear and Sunny
D2045,Clear and Sunny
D2046,Clear and Sunny
D2047,Partly Cloudy
D2048,Clear and Sunny
D2049,Clear and Sunny
D2050,Clear and Sunny
D2051,Clear and Sunny
D2052,Clear and Sunny
D2053,Clear and Sunny
D2054,Partly Cloudy
D2055,Cloudy and Overcast
D2056,Clear and Sunny
D2057,Clear and Sunny
D2058,Clear and Sunny
D2059,Clear and Sunny
D2060,Clear and Sunny
D2061,Clear and Sunny
D2062,Clear and Sunny
D2063,Clear and Sunny
D2064,Clear and Sunny
D2065,Partly Cloudy
D2066,Clear and Sunny
D2067,Mist or Fog
D2068,Partly Cloudy
D2069,Mist or Fog
D2070,Partly Cloudy
D2071,Clear and Sunny
D2072,Clear and Sunny
D2073,Mist or Fog
D2074,Mist or Fog
D2075,Mist or Fog
D2076,Clear and Sunny
D2077,Partly Cloudy
D2078,Mist or Fog
D2079,Clear and Sunny
D2080,Partly Cloudy
D2081,Partly Cloudy
D2082,Clear and Sunny
D2083,Partly Cloudy
D2084,Light Rain with Thunder
D2085,Partly Cloudy
D2086,Clear and Sunny
D2087,Partly Cloudy
D2088,Thunderstorms
D2089,Partly Cloudy
D2090,Partly Cloudy
D2091,Partly Cloudy
D2092,Partly Cloudy
D2093,Light Precipitation
D2094,Partly Cloudy
D2095,Partly Cloudy
D2096,Partly Cloudy
D2097,Partly Cloudy
D2098,Partly Cloudy
D2099,Thunderstorms
D2100,Partly Cloudy
D2101,Partly Cloudy
D2102,Thunderstorms
D2103,Partly Cloudy
D2104,Partly Cloudy
D2105,Partly Cloudy
D2106,Partly Cloudy
D2107,Partly Cloudy
D2108,Partly Cloudy
D2109,Partly Cloudy
D2110,Partly Cloudy
D2111,Partly Cloudy
D2112,Partly Cloudy
D2113,Partly Cloudy
D2114,Partly Cloudy
D2115,Partly Cloudy
D2116,Partly Cloudy
D2117,Partly Cloudy
D2118,Light Precipitation
D2119,Partly Cloudy
D2120,Partly Cloudy
D2121,Partly Cloudy
D2122,Partly Cloudy
D2123,Partly Cloudy
D2124,Partly Cloudy
D2125,Light Rain with Thunder
D2126,Partly Cloudy
D2127,Partly Cloudy
D2128,Partly Cloudy
D2129,Partly Cloudy
D2130,Partly Cloudy
D2131,Partly Cloudy
D2132,Cloudy and Overcast
D2133,Cloudy and Overcast
D2134,Partly Cloudy
D2135,Cloudy and Overcast
D2136,Partly Cloudy
D2137,Partly Cloudy
D2138,Partly Cloudy
D2139,Cloudy and Overcast
D2140,Partly Cloudy
D2141,Partly Cloudy
D2142,Partly Cloudy
D2143,Light Rain with Thunder
D2144,Partly Cloudy
D2145,Thunderstorms
D2146,Partly Cloudy
D2147,Partly Cloudy
D2148,Partly Cloudy
D2149,Cloudy and Overcast
D2150,Partly Cloudy
D2151,Partly Cloudy
D2152,Cloudy and Overcast
D2153,Cloudy and Overcast
D2154,Light Precipitation
D2155,Cloudy and Overcast
